x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-989.37000E-03,+1.79679658E+00,+3.36604279E+00,+3.30954781E+00,-179.91242E-03
-989.33000E-03,+3.00282674E+00,+3.41629405E+00,+3.38492469E+00,-179.91242E-03
-989.29000E-03,+1.11840461E+00,+3.36604279E+00,+3.38492469E+00,-179.91242E-03
-989.25000E-03,-12.24867E-03,+3.29066591E+00,+3.38492469E+00,-179.91242E-03
-989.21000E-03,+1.74654532E+00,+3.41629405E+00,+3.25929655E+00,-179.91242E-03
-989.17000E-03,+917.39958E-03,+3.49167094E+00,+3.30954781E+00,-179.91242E-03
-989.13000E-03,-213.25369E-03,+3.36604279E+00,+3.25929655E+00,-179.91242E-03
-989.09000E-03,+1.67116843E+00,+3.41629405E+00,+3.30954781E+00,-305.54056E-03
-989.05000E-03,+1.04302772E+00,+3.49167094E+00,+3.38492469E+00,-255.28930E-03
-989.01000E-03,-12.24867E-03,+1.23036439E+00,+3.25929655E+00,-179.91242E-03
-988.97000E-03,+1.87217346E+00,-126.41954E-03,+3.30954781E+00,-179.91242E-03
-988.93000E-03,+1.11840461E+00,-126.41954E-03,+3.25929655E+00,-179.91242E-03
-988.89000E-03,-12.24867E-03,-126.41954E-03,+3.30954781E+00,-179.91242E-03
-988.85000E-03,+1.74654532E+00,-126.41954E-03,+3.25929655E+00,-54.28428E-03
-988.81000E-03,+2.92744985E+00,-791.40E-06,+3.30954781E+00,-104.53553E-03
-988.77000E-03,+2.87719859E+00,+74.58548E-03,+3.38492469E+00,-54.28428E-03
-988.73000E-03,+2.92744985E+00,+74.58548E-03,+3.38492469E+00,-104.53553E-03
-988.69000E-03,+3.00282674E+00,-51.04266E-03,+3.38492469E+00,-179.91242E-03
-988.65000E-03,+2.87719859E+00,-791.40E-06,+3.25929655E+00,-305.54056E-03
-988.61000E-03,+917.39958E-03,-51.04266E-03,+3.30954781E+00,-255.28930E-03
-988.57000E-03,-87.62555E-03,-126.41954E-03,+3.38492469E+00,+1.95576599E+00
-988.53000E-03,+1.87217346E+00,-126.41954E-03,+3.25929655E+00,+3.23717304E+00
-988.49000E-03,+1.11840461E+00,-126.41954E-03,+3.30954781E+00,+3.23717304E+00
-988.45000E-03,-137.87681E-03,-791.40E-06,+3.38492469E+00,+3.23717304E+00
-988.41000E-03,-87.62555E-03,+74.58548E-03,+3.25929655E+00,+3.36280118E+00
-988.37000E-03,+1.87217346E+00,+74.58548E-03,+3.30954781E+00,+3.31254992E+00
-988.33000E-03,+3.00282674E+00,-51.04266E-03,+3.38492469E+00,+3.23717304E+00
-988.29000E-03,+992.77647E-03,-126.41954E-03,+3.38492469E+00,+3.23717304E+00
-988.25000E-03,-213.25369E-03,-126.41954E-03,+3.38492469E+00,+3.36280118E+00
-988.21000E-03,-213.25369E-03,-126.41954E-03,+3.38492469E+00,+3.31254992E+00
-988.17000E-03,+1.79679658E+00,-126.41954E-03,+3.38492469E+00,+3.23717304E+00
-988.13000E-03,+3.00282674E+00,-126.41954E-03,+3.38492469E+00,+3.23717304E+00
-988.09000E-03,+3.00282674E+00,-126.41954E-03,+3.38492469E+00,+3.36280118E+00
-988.05000E-03,+992.77647E-03,-126.41954E-03,+3.38492469E+00,+3.43817806E+00
-988.01000E-03,+1.79679658E+00,-252.04769E-03,+3.38492469E+00,+3.31254992E+00
-987.97000E-03,+1.11840461E+00,-76.16829E-03,+1.12361814E+00,+3.23717304E+00
-987.93000E-03,-137.87681E-03,-51.04266E-03,-233.16579E-03,+3.36280118E+00
-987.89000E-03,+1.79679658E+00,-126.41954E-03,-233.16579E-03,+3.43817806E+00
-987.85000E-03,+3.00282674E+00,-791.40E-06,-233.16579E-03,+3.31254992E+00
-987.81000E-03,+992.77647E-03,-51.04266E-03,-233.16579E-03,+3.23717304E+00
-987.77000E-03,+1.79679658E+00,-791.40E-06,-233.16579E-03,+3.23717304E+00
-987.73000E-03,+992.77647E-03,-51.04266E-03,-107.53764E-03,+3.23717304E+00
-987.69000E-03,-87.62555E-03,-126.41954E-03,-157.78890E-03,+3.23717304E+00
-987.65000E-03,+1.87217346E+00,-126.41954E-03,-233.16579E-03,+3.23717304E+00
-987.61000E-03,+3.00282674E+00,-126.41954E-03,-233.16579E-03,+3.36280118E+00
-987.57000E-03,+1.11840461E+00,-126.41954E-03,-233.16579E-03,+3.43817806E+00
-987.53000E-03,+1.87217346E+00,-126.41954E-03,-233.16579E-03,+3.31254992E+00
-987.49000E-03,+1.11840461E+00,-126.41954E-03,-233.16579E-03,+3.36280118E+00
-987.45000E-03,+1.87217346E+00,-126.41954E-03,-233.16579E-03,+3.43817806E+00
-987.41000E-03,+2.87719859E+00,+2.13488701E+00,-233.16579E-03,+3.43817806E+00
-987.37000E-03,+2.80182171E+00,+3.49167094E+00,-233.16579E-03,+3.31254992E+00
-987.33000E-03,+2.92744985E+00,+3.49167094E+00,-233.16579E-03,+3.23717304E+00
-987.29000E-03,+3.00282674E+00,+3.49167094E+00,-233.16579E-03,+3.23717304E+00
-987.25000E-03,+992.77647E-03,+3.49167094E+00,-233.16579E-03,+3.23717304E+00
-987.21000E-03,+1.79679658E+00,+3.49167094E+00,-233.16579E-03,+3.23717304E+00
-987.17000E-03,+2.87719859E+00,+3.49167094E+00,-233.16579E-03,+3.36280118E+00
